episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
2737, 1894.450658082962, 1, 9.803206349002721, 206, 1671843,                                             1000000, 0.0, 3865.109619140625
2738, 1192.7404608726501, 1, 13.384834406999289, 290, 1672133,                                             1000000, 0.0, 5444.8798828125
2739, -2989.4113347530365, 3, 8.711601360002533, 206, 1672339,                                             1000000, 0.0, 4744.02099609375
2740, 1532.0753281712532, 1, 10.611030113999732, 245, 1672584,                                             1000000, 0.0, 4395.55859375
2741, 1639.5142162442207, 1, 14.298748098000942, 307, 1672891,                                             1000000, 0.0, 4363.578125
2742, -2444.8241405189037, 1, 48.64841984799568, 1096, 1673987,                                             1000000, 0.0, 4318.37158203125
2743, 697.4088126122952, 1, 23.437108202000672, 531, 1674518,                                             1000000, 0.0, 4149.73193359375
2744, -3842.110911488533, 3, 23.933365388998936, 518, 1675036,                                             1000000, 0.0, 4564.72802734375
2745, -2517.631958425045, 2, 6.372453468997264, 132, 1675168,                                             1000000, 0.0, 4331.19189453125
2746, -3318.0782486200333, 2, 12.737983620994783, 270, 1675438,                                             1000000, 0.0, 4281.83447265625
2747, 2007.0783199369907, 1, 7.046163880004315, 132, 1675570,                                             1000000, 0.0, 3786.8134765625
2748, -3396.309243440628, 3, 6.627934412994364, 140, 1675710,                                             1000000, 0.0, 5284.513671875
2749, -2717.6265810132027, 2, 9.148564656003146, 194, 1675904,                                             1000000, 0.0, 4350.0517578125
2750, 1444.4825074970722, 1, 13.727549192000879, 282, 1676186,                                             1000000, 0.0, 3373.08544921875
2751, 599.971308350563, 1, 30.38453293600469, 686, 1676872,                                             1000000, 0.0, 5289.1845703125
2752, -2961.5675106048584, 3, 2.695981903001666, 61, 1676933,                                             1000000, 0.0, 4477.0048828125
2753, -2937.864668726921, 2, 9.578411840993795, 215, 1677148,                                             1000000, 0.0, 4557.5439453125
2754, 1843.437686920166, 1, 12.560210415002075, 305, 1677453,                                             1000000, 0.0, 5049.56396484375
2755, -2725.5601375102997, 2, 2.8848798219987657, 66, 1677519,                                             1000000, 0.0, 4641.3203125
2756, -3783.3691377043724, 3, 14.480096074999892, 334, 1677853,                                             1000000, 0.0, 4284.49755859375
2757, -2729.062024116516, 3, 10.615251818002434, 254, 1678107,                                             1000000, 0.0, 3903.693115234375
2758, 740.7484982013702, 1, 19.417176089998975, 450, 1678557,                                             1000000, 0.0, 4946.7578125
2759, 1897.7497518360615, 1, 11.65927672899852, 247, 1678804,                                             1000000, 0.0, 3851.928466796875
2760, 1737.6608621776104, 1, 13.611224941996625, 283, 1679087,                                             1000000, 0.0, 5426.4912109375
2761, -2840.2469515800476, 2, 3.7027032890036935, 78, 1679165,                                             1000000, 0.0, 4463.05078125
2762, -3156.298672378063, 2, 12.180040901999746, 261, 1679426,                                             1000000, 0.0, 4639.65234375
2763, 1130.4948129951954, 1, 21.193355465999048, 464, 1679890,                                             1000000, 0.0, 4237.595703125
2764, 1457.7076119482517, 1, 16.34352296400175, 360, 1680250,                                             1000000, 0.0, 3750.898193359375
2765, -2823.9990541934967, 2, 3.5565504640035215, 68, 1680318,                                             1000000, 0.0, 4710.9775390625
2766, 1875.1001824140549, 1, 13.738918215000012, 307, 1680625,                                             1000000, 0.0, 4681.9716796875
2767, -2936.7649323940277, 2, 2.0467705769988243, 42, 1680667,                                             1000000, 0.0, 7724.65234375
2768, -4541.597850084305, 2, 15.405864795997331, 347, 1681014,                                             1000000, 0.0, 3805.658935546875
2769, -3086.4951598644257, 2, 14.026543400999799, 298, 1681312,                                             1000000, 0.0, 4209.56787109375
2770, -401.9396862536669, 1, 30.569266469996364, 675, 1681987,                                             1000000, 0.0, 3862.29736328125
2771, -8135.623797416687, 2, 44.760569580001174, 994, 1682981,                                             1000000, 0.0, 4144.244140625
2772, -4576.279734909534, 2, 16.968142835001345, 354, 1683335,                                             1000000, 0.0, 4838.61181640625
2773, 1494.5457987189293, 1, 16.067563317003078, 345, 1683680,                                             1000000, 0.0, 3954.5859375
2774, -2783.9323139190674, 2, 2.6878643370000646, 50, 1683730,                                             1000000, 0.0, 4476.44482421875
2775, 1452.4605447649956, 1, 17.045743043003313, 370, 1684100,                                             1000000, 0.0, 4533.2294921875
2776, -5947.686453163624, 3, 49.12109575199429, 1153, 1685253,                                             1000000, 0.0, 3841.3837890625
2777, -4113.194535374641, 2, 18.36408889899758, 450, 1685703,                                             1000000, 0.0, 4303.76171875
2778, 1453.7048844099045, 1, 12.021065627995995, 282, 1685985,                                             1000000, 0.0, 4700.5673828125
2779, -3229.9442903995514, 2, 8.166916838999896, 191, 1686176,                                             1000000, 0.0, 3743.828125
2780, -3057.2890633940697, 3, 13.344318151997868, 309, 1686485,                                             1000000, 0.0, 4780.10205078125
2781, 1975.7450580000877, 1, 10.915654622003785, 254, 1686739,                                             1000000, 0.0, 4421.20751953125
2782, 670.803350687027, 1, 23.588934718005476, 558, 1687297,                                             1000000, 0.0, 4307.6767578125
2783, -3322.831563234329, 2, 12.30773779899755, 284, 1687581,                                             1000000, 0.0, 3947.13818359375
2784, -2864.265464901924, 2, 11.680763803000445, 273, 1687854,                                             1000000, 0.0, 5581.08056640625
2785, 1925.9988298416138, 1, 13.323880638003175, 309, 1688163,                                             1000000, 0.0, 5133.83642578125
2786, -6363.242983222008, 2, 27.04664068800048, 628, 1688791,                                             1000000, 0.0, 4120.05517578125
2787, 985.5412433743477, 1, 11.376763070002198, 271, 1689062,                                             1000000, 0.0, 3878.728271484375
2788, 399.88878662884235, 1, 34.16413993300375, 828, 1689890,                                             1000000, 0.0, 4075.0263671875
2789, -762.9321913123131, 1, 37.542261683003744, 877, 1690767,                                             1000000, 0.0, 4378.17041015625
2790, -4774.921739816666, 2, 28.36077824699896, 680, 1691447,                                             1000000, 0.0, 4461.3515625
2791, 1534.1572254896164, 1, 13.262664166999457, 321, 1691768,                                             1000000, 0.0, 4083.5517578125
2792, 1085.0694180727005, 1, 18.773224825999932, 440, 1692208,                                             1000000, 0.0, 4135.2294921875
2793, -2847.271383523941, 2, 5.534979379001015, 130, 1692338,                                             1000000, 0.0, 3860.67529296875
2794, -5085.222814381123, 2, 21.242655479996756, 519, 1692857,                                             1000000, 0.0, 4477.076171875
2795, 2239.239833712578, 1, 5.347619203996146, 130, 1692987,                                             1000000, 0.0, 4340.671875
2796, -2782.1837236881256, 2, 4.7234204769993084, 106, 1693093,                                             1000000, 0.0, 3962.73974609375
2797, -3398.9360077381134, 3, 13.836775876996398, 334, 1693427,                                             1000000, 0.0, 4429.26806640625
2798, 1065.8668237924576, 1, 21.60491884200019, 530, 1693957,                                             1000000, 0.0, 5169.0927734375
2799, -3610.973246216774, 2, 8.776278192002792, 208, 1694165,                                             1000000, 0.0, 4506.3916015625
2800, 2015.7868896126747, 1, 7.637193513000966, 177, 1694342,                                             1000000, 0.0, 4037.948486328125
2801, -3062.8063801527023, 3, 14.17191641699901, 338, 1694680,                                             1000000, 0.0, 5058.69482421875
2802, 1891.825513124466, 1, 10.756777575996239, 256, 1694936,                                             1000000, 0.0, 4585.70068359375
2803, 1370.3243145644665, 1, 20.038991085006273, 463, 1695399,                                             1000000, 0.0, 4144.8134765625
2804, -635.5534960329533, 1, 34.04189840799518, 820, 1696219,                                             1000000, 0.0, 4429.322265625
2805, -2847.98664522171, 3, 3.848871682996105, 93, 1696312,                                             1000000, 0.0, 4645.95947265625
